Coin Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume Change (24h)
711,Q DAO Governa...,QDAO,"$1,902,242",$22.87,"83,189",-0.18%
712,Grid+,GRID,"$1,896,169",$0.048327,"39,236,491",0.00%
713,Global Curren...,GCR,"$1,884,665",$0.017708,"106,430,636",0.11%
714,Hashgard,GARD,"$1,882,178",$0.000033,"56,583,225,615",-1.31%
715,0Chain,ZCN,"$1,875,157",$0.046742,"40,117,166",2.90%
716,Bitsdaq,BQQQ,"$1,859,101",$0.000706,"2,633,154,163",0.21%
717,ChatCoin,CHAT,"$1,826,822",$0.002648,"690,000,640",0.11%
718,CoinPoker,CHP,"$1,822,192",$0.006060,"300,713,592",0.11%
719,GameCredits,GAME,"$1,820,295",$0.026065,"69,836,100",1.08%
720,Swarm City,SWT,"$1,816,605",$0.212815,"8,536,073",19.19%
721,Nexty,NTY,"$1,815,327",$0.000012,"151,095,803,417",0.15%
722,Hxro,HXRO,"$1,809,991",$0.030987,"58,410,980",-0.23%
723,EOSDT,EOSDT,"$1,802,618",$1.00,"1,800,413",-0.03%
724,Merculet,MVP,"$1,784,206",$0.000737,"2,419,839,019",-0.46%
725,GoldenPyrex,GPYX,"$1,774,983",$0.197526,"8,986,065",0.29%
726,carVertical,CV,"$1,757,700",$0.000230,"7,650,893,616",1.17%
727,nOS,NOS,"$1,746,469",$0.017039,"102,500,000",-0.88%
728,Effect.AI,EFX,"$1,736,129",$0.006885,"252,168,527",0.02%
729,Kleros,PNK,"$1,731,081",$0.007674,"225,583,810",-0.18%
730,X-CASH,XCASH,"$1,720,938",$0.000038,"45,418,528,445",-0.42%
731,Sphere,SPHR,"$1,712,770",$0.137193,"12,484,344",2.68%
732,Zen Protocol,ZP,"$1,713,786",$0.075709,"22,636,450",6.34%
733,MARK.SPACE,MRK,"$1,710,170",$0.002207,"774,976,757",-0.46%
734,Callisto Network,CLO,"$1,705,290",$0.000836,"2,038,607,124",3.03%
735,qiibee,QBX,"$1,703,000",$0.003857,"441,589,631",-0.17%
736,I/O Coin,IOC,"$1,691,223",$0.095416,"17,724,643",0.11%
737,Ecobit,ECOB,"$1,690,337",$0.003803,"444,444,444",0.00%
738,PotCoin,POT,"$1,675,834",$0.007522,"222,790,664",0.11%
739,Rubycoin,RBY,"$1,664,009",$0.060774,"27,380,154",0.11%
740,WeTrust,TRST,"$1,651,811",$0.017926,"92,147,500",-0.15%
741,aXpire,AXPR,"$1,647,033",$0.005821,"282,954,001",0.66%
742,Opacity,OPQ,"$1,640,794",$0.012719,"128,999,564",0.81%
743,DECENT,DCT,"$1,634,826",$0.031864,"51,306,089",0.05%
744,Ubex,UBEX,"$1,633,975",$0.000526,"3,106,743,730",0.26%
745,BOOM,BOOM,"$1,629,004",$0.002162,"753,442,509",0.67%
746,Stronghold Token,SHX,"$1,626,369",$0.000482,"3,374,179,157",-0.10%
747,Phore,PHR,"$1,609,407",$0.085528,"18,817,264",0.11%
748,Myriad,XMY,"$1,608,880",$0.000946,"1,701,495,500",-4.24%
749,S4FE,S4F,"$1,609,467",$0.006020,"267,333,572",9.55%
750,Tidex Token,TDX,"$1,602,561",$0.168602,"9,504,980",3.77%
751,DigitalBits,XDB,"$1,601,969",$0.011926,"134,327,161",-7.68%
752,Skychain,SKCH,"$1,588,855",$0.212263,"7,485,311",0.37%
753,Mcashchain,MCASH,"$1,587,038",$0.013983,"113,499,718",-0.09%
754,1SG,1SG,"$1,580,072",$0.722157,"2,187,989",0.02%
755,EveryCoin ,EVY,"$1,576,515",$0.000168,"9,380,000,000",-0.18%
756,3DCoin,3DC,"$1,565,327",$0.023012,"68,022,672",-0.01%
757,ELA Coin,ELAC,"$1,563,827",$0.008534,"183,238,883",-0.17%
758,Cryptopay,CPAY,"$1,561,812",$0.022848,"68,356,727",-0.18%
759,Safe Haven,SHA,"$1,560,653",$0.000519,"3,005,855,396",33.90%
760,YEE,YEE,"$1,557,248",$0.001141,"1,365,218,125",0.84%
761,PIBBLE,PIB,"$1,548,606",$0.000183,"8,442,361,420",-0.13%
762,LUXCoin,LUX,"$1,543,044",$0.235702,"6,546,579",0.18%
763,Medicalchain,MTN,"$1,541,330",$0.004994,"308,656,962",-0.81%
764,HashCoin,HSC,"$1,537,153",$0.000119,"12,863,911,326",0.11%
765,MIR COIN,MIR,"$1,536,350",$0.002478,"620,041,495",2.38%
766,Kryll,KRL,"$1,534,092",$0.062589,"24,510,580",0.02%
767,ShipChain,SHIP,"$1,529,935",$0.005858,"261,156,558",-0.09%
768,VegaWallet Token,VGW,"$1,529,592",$0.118012,"12,961,293",0.11%
769,ZClassic,ZCL,"$1,519,557",$0.206612,"7,354,650",0.13%
770,Pigeoncoin,PGN,"$1,512,420",$0.000414,"3,654,864,875",-1.60%
771,DACSEE,DACS,"$1,493,434",$0.001978,"754,968,384",0.17%
772,Covesting,COV,"$1,488,394",$0.082689,"18,000,000",0.05%
773,BitGreen,BITG,"$1,469,369",$0.149569,"9,824,022",0.24%
774,ERC20,ERC20,"$1,468,164",$0.029363,"50,000,000",-1.94%
775,FansTime,FTI,"$1,466,858",$0.000515,"2,850,000,000",-0.88%
776,Unibright,UBT,"$1,465,715",$0.010501,"139,579,219",2.55%
777,Lamden,TAU,"$1,461,457",$0.010276,"142,215,728",-6.30%
778,AmonD,AMON,"$1,452,079",$0.004233,"343,070,043",1.33%
779,MobileGo,MGO,"$1,449,838",$0.014499,"99,996,877",0.32%
780,MintCoin,MINT,"$1,445,866",$0.000058,"24,947,260,808",-0.15%
781,Mysterium,MYST,"$1,443,368",$0.060972,"23,672,502",-0.01%
782,Radium,RADS,"$1,441,402",$0.375017,"3,843,562",0.11%
783,SafeCoin,SAFE,"$1,437,226",$0.051820,"27,735,063",-0.03%
784,Pascal,PASC,"$1,435,394",$0.050441,"28,457,150",10.05%
785,SINOVATE,SIN,"$1,435,873",$0.002233,"642,974,411",0.14%
786,Proxeus,XES,"$1,429,559",$0.007034,"203,240,350",0.00%
787,Liquidity Net...,LQD,"$1,428,957",$0.032975,"43,334,645",-0.25%
788,Beetle Coin,BEET,"$1,428,489",$0.007067,"202,123,179",-1.98%
789,Eden,EDN,"$1,425,507",$0.002376,"600,000,000",3.74%
790,DAEX,DAX,"$1,424,989",$0.004018,"354,666,702",2.93%
791,BOSAGORA,BOA,"$1,417,729",$0.008662,"163,671,230",-0.43%
792,KuboCoin,KUBO,"$1,400,813",$0.000017,"81,958,720,452",0.15%
793,Spectre.ai Ut...,SXUT,"$1,400,599",$0.057098,"24,529,558",0.00%
794,Blocktrade Token,BTT,"$1,399,741",$0.025119,"55,724,774",-0.18%
795,Niobium Coin,NBC,"$1,397,736",$0.028480,"49,077,668",-0.33%
796,Hiveterminal ...,HVN,"$1,394,494",$0.003399,"410,288,182",-0.10%
797,PARETO Rewards,PARETO,"$1,389,560",$0.002971,"467,629,499",-0.44%
798,Chronobank,TIME,"$1,378,723",$1.94,"710,113",0.09%
799,MidasProtocol,MAS,"$1,377,998",$0.004247,"324,500,000",-0.68%
800,Kuai Token,KT,"$1,370,712",$0.142577,"9,613,864",0.13%
801,Education Eco...,LEDU,"$1,366,158",$0.006273,"217,789,857",-0.17%
802,TouchCon,TOC,"$1,365,134",$0.005855,"233,158,570",-29.01%
803,BANKEX,BKX,"$1,363,007",$0.008754,"155,709,892",-2.59%
804,EchoLink,EKO,"$1,356,528",$0.002713,"500,000,000",-8.88%
805,Friendz,FDZ,"$1,349,663",$0.002628,"513,585,035",-0.12%
806,Bean Cash,BITB,"$1,347,551",$0.000411,"3,278,397,000",0.00%
807,Brickblock,BBK,"$1,332,238",$0.017732,"75,131,283",0.27%
808,Waves Communi...,WCT,"$1,329,012",$0.132902,"9,999,966",0.64%
809,Ulord,UT,"$1,327,109",$0.010806,"122,807,445",0.32%
810,GridCoin,GRC,"$1,323,646",$0.003128,"423,167,371",-0.66%
811,CrypticCoin,CRYP,"$1,315,940",$0.000516,"2,549,994,072",6.77%
812,LikeCoin,LIKE,"$1,315,090",$0.002777,"473,578,765",-0.01%
813,W Green Pay,WGP,"$1,314,968",$0.139119,"9,452,093",0.04%
814,VeriCoin,VRC,"$1,314,070",$0.040971,"32,073,246",-1.83%
815,QChi,QCH,"$1,311,010",$0.040466,"32,397,823",-0.12%
816,CEEK VR,CEEK,"$1,310,119",$0.002627,"498,653,460",-0.18%
817,Expanse,EXP,"$1,313,974",$0.081247,"16,172,621",1.74%
818,NeuroChain,NCC,"$1,302,445",$0.003082,"422,663,212",-0.08%
819,TrueFlip,TFL,"$1,295,195",$0.207322,"6,247,267",0.12%
820,Rate3,RTE,"$1,288,987",$0.001449,"889,382,388",-0.48%
821,Global Awards...,GAT,"$1,285,158",$0.001874,"685,805,346",4.27%
822,Curecoin,CURE,"$1,277,158",$0.052617,"24,272,711",-1.93%
823,Ampleforth,AMPL,"$1,276,167",$0.523655,"2,437,037",0.06%
824,ugChain,UGC,"$1,275,138",$0.002242,"568,842,039",0.14%
825,IONChain,IONC,"$1,273,734",$0.010511,"121,180,605",0.07%
826,Digital Asset...,DAGT,"$1,271,288",$0.055148,"23,052,330",-0.23%
827,Bitcoin Confi...,BC,"$1,267,025",$0.000172,"7,365,901,523",0.16%
828,PTON,PTON,"$1,266,460",$0.000085,"14,881,570,373",0.15%
829,Trias,TRY,"$1,263,804",$0.001592,"793,867,500",-0.63%
830,ADAMANT Messe...,ADM,"$1,261,525",$0.015278,"82,568,965",0.12%
831,PetroDollar,XPD,"$1,259,709",$0.019685,"63,993,275",0.09%
832,SafeInsure,SINS,"$1,248,501",$0.339399,"3,678,570",-1.37%
833,CloakCoin,CLOAK,"$1,243,908",$0.232564,"5,348,665",0.13%
834,Mooncoin,MOON,"$1,244,340",$0.000006,"226,092,657,912",0.01%
835,MassGrid,MGD,"$1,243,986",$0.016616,"74,865,643",-0.18%
836,Switcheo,SWTH,"$1,239,419",$0.002371,"522,694,673",-0.08%
837,NOIA Network,NOIA,"$1,234,807",$0.021870,"56,460,092",0.65%
838,Emirex Token,EMRX,"$1,233,364",$0.078180,"15,776,049",-0.71%
839,BOMB,BOMB,"$1,226,557",$1.28,"956,393",0.31%
840,CanYaCoin,CAN,"$1,226,332",$0.013297,"92,223,036",0.09%
841,DecentBet,DBET,"$1,221,624",$0.006476,"188,632,973",-4.64%
842,Fast Access B...,FAB,"$1,220,067",$0.043081,"28,320,115",-0.05%
843,AMLT,AMLT,"$1,218,454",$0.005080,"239,862,623",-0.01%
844,Infinitecoin,IFC,"$1,217,070",$0.000012,"98,665,069,627",0.15%
845,TrueFeedBack,TFB,"$1,208,032",$0.000567,"2,131,820,829",-0.18%
846,BonusCloud,BXC,"$1,207,531",$0.000459,"2,629,199,405",-0.23%
847,NuShares,NSR,"$1,209,467",$0.000435,"2,777,600,756",-10.38%
848,TurtleCoin,TRTL,"$1,205,545",$0.000022,"55,481,717,260",-0.17%
849,AIDUS TOKEN,AID,"$1,197,673",$0.005988,"200,000,000",0.19%
850,Plair,PLA,"$1,196,384",$0.000060,"19,858,508,800",0.31%
851,Crown,CRW,"$1,181,746",$0.050954,"23,192,249",0.23%
852,X8X Token,X8X,"$1,180,326",$0.015063,"78,357,341",0.02%
853,SpaceChain,SPC,"$1,172,639",$0.002273,"515,923,518",2.18%
854,THORChain,RUNE,"$1,171,480",$0.011796,"99,307,528",-0.12%
855,Fountain,FTN,"$1,163,744",$0.015735,"73,958,797",0.13%
856,CargoX,CXO,"$1,163,219",$0.007494,"155,210,530",1.70%
857,Semux,SEM,"$1,162,052",$0.097349,"11,937,034",10.17%
858,EXRNchain,EXRN,"$1,154,147",$0.000012,"92,500,000,000",-0.71%
859,BridgeCoin,BCO,"$1,158,212",$0.042897,"27,000,000",0.71%
860,Tolar,TOL,"$1,149,227",$0.004677,"245,726,787",-0.12%
861,e-Gulden,EFL,"$1,146,421",$0.067049,"17,098,150",0.13%
862,VeriSafe,VSF,"$1,143,592",$0.000105,"10,880,544,815",0.00%
863,Haven Protocol,XHV,"$1,131,280",$0.144129,"7,849,101",-1.00%
864,Dignity,DIG,"$1,123,333",$0.002148,"523,036,421",3.51%
865,Optimal Shelf...,OSA,"$1,122,101",$0.000807,"1,389,796,615",-2.23%
866,SelfSell,SSC,"$1,113,145",$0.002854,"390,000,000",1.50%
867,Coineal Token,NEAL,"$1,110,231",$0.003552,"312,544,246",0.02%
868,Datum,DAT,"$1,108,699",$0.001108,"1,000,435,124",-0.30%
869,Dynamic,DYN,"$1,106,232",$0.074698,"14,809,467",0.11%
870,BlockStamp,BST,"$1,106,492",$0.049884,"22,181,314",0.16%
871,HiCoin,XHI,"$1,093,147",$0.000247,"4,434,602,828",0.00%
872,Nework,NKC,"$1,092,584",$0.007403,"147,586,172",0.30%
873,HOLD,HOLD,"$1,092,037",$0.001549,"704,821,305",-0.18%
874,NativeCoin,N8V,"$1,118,260",$0.051005,"21,924,313",-2.42%
875,Kambria,KAT,"$1,086,016",$0.000883,"1,230,544,848",-0.21%
876,smARTOFGIVING,AOG,"$1,084,165",$0.014793,"73,288,778",-28.22%
877,GAMB,GMB,"$1,080,064",$0.000280,"3,853,249,989",-1.04%
878,SureRemit,RMT,"$1,076,660",$0.002153,"500,000,000",10.30%
879,RedFOX Labs,RFOX,"$1,068,647",$0.013655,"78,258,709",-1.77%
880,Humaniq,HMQ,"$1,064,701",$0.005730,"185,811,695",2.15%
881,COVA,COVA,"$1,067,148",$0.000428,"2,496,011,000",3.31%
882,FNKOS,FNKOS,"$1,060,806",$0.006820,"155,552,696",-0.18%
883,Vezt,VZT,"$1,058,007",$0.012313,"85,923,168",0.00%
884,FintruX Network,FTX,"$1,057,034",$0.011127,"95,000,000",0.02%
885,Qwertycoin,QWC,"$1,056,751",$0.000010,"102,898,751,233",0.18%
886,COTI,COTI,"$1,055,540",$0.010692,"98,719,430",0.55%
887,Atlantis Blue...,ABDT,"$1,037,580",$0.005707,"181,818,082",-18.18%
888,WeShow Token,WET,"$1,034,841",$0.006479,"159,732,931",-0.02%
889,Orbitcoin,ORB,"$1,033,781",$0.320988,"3,220,616",0.00%
890,CashBet Coin,CBC,"$1,024,749",$0.006317,"162,212,846",-0.18%
891,CyberFM,CYFM,"$1,018,162",$0.000020,"51,200,000,000",0.80%
892,Blue Protocol,BLUE,"$1,015,709",$0.027717,"36,645,278",-0.21%
893,BABB,BAX,"$1,013,175",$0.000038,"26,676,212,015",-0.07%
894,Cashbery Coin,CBC,"$1,007,607",$0.014997,"67,186,714",0.14%
895,SolarCoin,SLR,"$999,944",$0.017953,"55,697,360",0.10%
896,Business Cred...,BCS,"$1,000,226",$1.23,"814,771",-0.93%
897,HorusPay,HORUS,"$999,179",$0.001145,"872,861,114",-0.77%
898,Bitcoin Atom,BCA,"$996,812",$0.054119,"18,418,931",4.59%
899,Fortuna,FOTA,"$993,023",$0.002069,"479,997,016",-2.38%
900,STK,STK,"$990,884",$0.002881,"343,971,372",-0.46%
901,Neurotoken,NTK,"$990,829",$0.012557,"78,906,618",-0.18%
902,Gene Source C...,GENE,"$990,236",$0.002640,"375,044,800",0.21%
903,Typerium,TYPE,"$988,391",$0.000612,"1,616,075,166",-0.17%
904,Sentient Coin,SEN,"$980,532",$0.000733,"1,338,113,878",0.17%
905,ZPER,ZPR," $977,221",$0.000749,"1,304,902,816",-0.21%
906,SIBCoin,SIB,"$975,707",$0.054482,"17,908,872",-10.18%
907,VouchForMe,IPL,"$975,398",$0.004263,"228,811,027",1.09%
908,Blockchain Ce...,BCDT,"$971,418",$0.028903,"33,609,585",-0.18%
909,Unification,UND,"$963,973",$0.024782,"38,897,788",1.02%
910,Cloudbric,CLB,"$962,325",$0.002251,"427,494,954",-0.18%
911,Sessia,KICKS,"$960,177",$0.164542,"5,835,441",-0.04%
912,PIXEL,PXL,"$957,263",$0.016215,"59,034,231",-0.79%
913,Bounty0x,BNTY,"$955,928",$0.004108,"232,720,097",0.06%
914,Nuggets,NUG,"$953,007",$0.000553,"1,724,830,450",-0.18%
915,Online,OIO,"$952,845",$0.001086,"877,660,690",0.00%
916,PAYCENT,PYN,"$950,303",$0.030771,"30,882,802",0.14%
917,CVCoin,CVN,"$951,503",$0.076853,"12,380,890",2.52%
918,Olive,OLE,"$941,741",$0.003400,"277,007,242",0.00%
919,Formosa Finan...,FMF,"$935,988",$0.000524,"1,785,567,099",0.00%
920,Quasarcoin,QAC,"$935,012",$0.005555,"168,331,882",0.02%
921,Next.exchange,NEXT,"$933,675",$0.222505,"4,196,203",-0.18%
922,Beaxy,BXY,"$929,501",$0.007671,"121,163,037",0.15%
923,Naka Bodhi Token,NBOT,"$927,864",$0.015464,"60,000,000",0.12%
924,Lisk Machine ...,LML,"$926,763",$0.007723,"120,000,000",0.01%
925,Mallcoin,MLC,"$921,426",$0.005231,"176,136,853",-0.01%
926,Verasity,VRA,"$905,960",$0.000361,"2,507,985,560",-0.83%
927,Uquid Coin,UQC,"$896,820",$0.089682,"10,000,000",0.17%
928,Vanta Network,VNT,"$891,368",$0.000317,"2,812,526,833",-0.05%
929,GMB,GMB,"$889,354",$0.001719,"517,356,899",2.72%
930,ATLANT,ATL,"$882,145",$0.016283,"54,175,041",-0.11%
931,FuzeX,FXT,"$875,553",$0.001062,"824,627,153",-0.25%
932,EBCoin,EBC,"$874,084",$0.000191,"4,585,368,086",-0.05%
933,Xriba,XRA,"$869,574",$0.008896,"97,748,745",0.00%
934,Bismuth,BIS,"$867,335",$0.063130,"13,738,963",0.11%
935,RevolutionVR,RVR,"$866,420",$0.004126,"210,000,000",0.11%
936,EncrypGen,DNA,"$864,639",$0.012899,"67,029,977",-0.18%
937,Zebi,ZCO,"$861,479",$0.002246,"383,501,199",-0.38%
938,Rankingball Gold,RBG,"$858,872",$0.002628,"326,808,278",34.20%
939,Cardstack,CARD," $857,828",$0.000362,"2,369,306,891",-3.68%
940,MonetaryUnit,MUE,"$888,199",$0.005185,"171,311,956",4.10%
941,Hyper Speed N...,HSN,"$854,524",$0.029506,"28,960,562",0.31%
942,MESG,MESG,"$849,239",$0.027905,"30,433,107",0.24%
943,Wibson,WIB,"$846,631",$0.000318,"2,660,569,012",0.13%
944,ICE ROCK MINING,ROCK2,"$843,559",$0.053647,"15,724,272",-0.60%
945,IG Gold,IGG,"$842,950",$0.000087,"9,657,891,873",-0.57%
946,LEOcoin,LEO,"$842,031",$0.006958,"121,010,421",-5.25%
947,Spendcoin,SPND,"$835,304",$0.001723,"484,864,391",3.27%
948,FREE Coin,FREE,"$832,581",$9.6e-08,"8,700,200,594,990",1.66%
949,Paypex,PAYX,"$830,727",$0.012140,"68,428,768",1.10%
950,ALIS,ALIS,"$828,382",$0.021032,"39,387,437",0.03%
951,Dimecoin,DIME,"$827,319",$0.000002,"539,096,740,560",0.95%
952,Bitcoin Interest,BCI,"$826,998",$0.045125,"18,326,892",0.03%
953,Matryx,MTX,"$823,124",$0.035442,"23,224,303",-0.03%
954,XEL,XEL,"$820,475",$0.008950,"91,676,277",0.11%
955,Zilla,ZLA,"$820,039",$0.013667,"60,000,000",-1.01%
956,CoinFi,COFI,"$816,146",$0.004133,"197,464,277",0.11%
957,GeoCoin,GEO,"$808,722",$0.254271,"3,180,551",0.11%
958,Ormeus Coin,ORMEUS,"$805,428",$0.022432,"35,904,998",0.13%
959,Ergo,ERG,"$804,017",$0.577805,"1,391,501",-30.45%
960,Cappasity,CAPP,"$802,048",$0.001494,"536,949,149",0.19%
961,CryptoPing,PING,"$798,782",$0.088757,"8,999,635",754.19%
962,Actinium,ACM,"$798,444",$0.055154,"14,476,750",0.14%
963,Sentinel Chain,SENC,"$794,737",$0.004029,"197,269,666",0.11%
964,Zeepin,ZPT,"$791,559",$0.001583,"500,000,000",0.91%
965,42-coin,42,"$789,599",$18799.99,41.999953,0.11%
966,Swisscoin,SIC,"$788,883",$0.000086,"9,172,407,825",0.17%
967,BitCrystals,BCY,"$782,682",$0.034303,"22,816,446",-0.16%
968,DATx,DATX,"$780,338",$0.000561,"1,391,302,551",-0.53%
969,Labh Coin,LABH,"$779,599",$0.000058,"13,458,518,715",0.00%
970,NewYorkCoin,NYC,"$773,034",$0.000006,"134,024,588,760",-0.13%
971,AICHAIN,AIT,"$772,471",$0.001444,"535,067,071",-0.40%
972,0xBitcoin,0xBTC,"$768,721",$0.149136,"5,154,500",1.49%
973,eXPerience Chain,XPC,"$768,649",$0.000008,"91,090,814,961",-0.61%
974,Open Platform,OPEN,"$759,853",$0.001057,"718,950,534",23.27%
975,Trinity Netwo...,TNC,"$754,579",$0.002264,"333,333,333",0.10%
976,Conceal,CCX,"$754,160",$0.150661,"5,005,673",-0.91%
977,Novacoin,NVC,"$748,217",$0.320332,"2,335,757",1.35%
978,Omni,OMNI,"$747,551",$1.33,"562,345",0.06%
979,wys Token,WYS,"$745,161",$0.007281,"102,339,600",-0.18%
980,Atomic Wallet...,AWC,"$741,261",$0.119558,"6,199,998",14.26%
981,ESBC,ESBC,"$732,520",$0.039509,"18,540,699",-2.34%
982,Rapids,RPD,"$728,020",$0.000074,"9,842,315,744",0.12%
983,Stox,STX,"$725,966",$0.013626,"53,277,539",0.02%
984,Webflix Token,WFX,"$725,435",$0.000983,"737,675,331",-16.23%
985,Pluton,PLU,"$723,528",$0.851210,"850,000",-0.12%
986,UpToken,UP,"$718,391",$0.004902,"146,540,250",0.17%
987,MTC Mesh Network,MTC,"$715,521",$0.001966,"363,995,776",0.04%
988,Coinsuper Eco...,CEN,"$713,332",$0.001796,"397,128,915",-3.62%
989,Aventus,AVT,"$709,824",$0.118304,"6,000,000",6.00%
990,1World,1WO,"$709,033",$0.033793,"20,981,451",0.00%
991,Ivy,IVY,"$699,951",$0.001621,"431,840,619",0.00%
992,Iconiq Lab Token,ICNQ,"$699,149",$0.181212,"3,858,186",-0.18%
993,HEAT,HEAT,"$696,984",$0.016419,"42,451,095",0.11%
994,Experience Po...,XP,"$696,257",$0.000002,"289,170,861,741",-0.87%
995,Shift,SHIFT,"$694,231",$0.051548,"13,467,750",0.18%
996,Bitcoin Private,BTCP,"$692,800",$0.145761,"4,752,980",0.17%
997,TV-TWO,TTV,"$692,481",$0.001555,"445,408,193",0.00%
998,Amon,AMN,"$687,387",$0.001212,"567,079,715",-0.10%
999,SophiaTX,SPHTX,"$684,092",$0.002068,"330,877,003",-0.95%
1000,Max Property ...,MPG,"$675,795",$0.005749,"117,545,307",0.04%
1001,AC3,AC3,"$675,251",$0.001375,"491,008,312",0.17%
1002,Hacken,HKN,"$673,647",$0.122737,"5,488,560",0.11%
1003,Asgard,ASG,"$663,988",$0.000857,"774,880,918",-1.63%
1004,Qbao,QBT,"$663,432",$0.010152,"65,351,403",-0.04%
1005,Netrum,NTR,"$662,621",$0.274154,"2,416,970",4.06%
1006,GoldCoin,GLC,"$660,941",$0.015864,"41,662,072",-0.87%
1007,Prometeus,PROM,"$657,486",$0.170776,"3,850,000",0.42%
1008,RED,RED,"$656,768",$0.005052,"130,000,009",-0.01%
1009,OWNDATA,OWN,"$656,014",$0.000060,"11,000,000,000",-0.32%
1010,Nebula AI,NBAI,"$655,816",$0.000523,"1,254,943,205",-1.14%
1011,Teloscoin,TELOS,"$653,021",$0.005643,"115,725,316",-0.53%
1012,Digital Insur...,DIT,"$650,952",$0.002898,"224,644,536",0.00%
1013,Bitex Global ...,XBX,"$649,321",$0.003268,"198,673,058",7.00%
1014,Upfiring,UFR,"$648,474",$0.030022,"21,600,000",-0.05%
1015,Block-Chain.com,BC,"$641,078",$0.003096,"207,051,787",0.16%
1016,Relex,RLX,"$640,832",$0.000346,"1,854,204,013",-0.18%
1017,Flixxo,FLIXX,"$635,459",$0.007536,"84,323,675",0.19%
1018,iEthereum,IETH,"$633,828",$0.035248,"17,982,000",0.10%
1019,Sharder,SS,"$633,405",$0.002236,"283,282,765",1.76%
1020,Presearch,PRE,"$632,707",$0.004082,"155,000,000",-0.69%
1021,HashNet BitEco,HNB,"$625,662",$0.021108,"29,640,456",0.12%
1022,BiblePay,BBP,"$623,989",$0.000347,"1,800,439,728",0.77%
1023,DABANKING,DAB,"$622,901",$0.286531,"2,173,938",0.12%
1024,ExclusiveCoin,EXCL,"$620,157",$0.108394,"5,721,324",-0.21%
1025,Trittium,TRTT,"$620,409",$0.004813,"128,915,825",1.13%
1026,Etheera,ETA,"$618,001",$0.000086,"7,185,740,244",774.48%
1027,Ifoods Chain,IFOOD,"$615,661",$0.000246,"2,499,999,990",-0.40%
1028,Thrive Token,THRT,"$612,707",$0.005934,"103,246,212",0.17%
1029,Zeusshield,ZSC,"$610,621",$0.000490,"1,245,022,016",-0.18%
1030,SPINDLE,SPD,"$610,177",$0.000190,"3,211,962,623",1.94%
1031,Sakura Bloom,SKB,"$603,793",$0.000234,"2,582,965,294",-0.18%
1032,Pinkcoin,PINK,"$602,179",$0.001461,"412,075,338",-3.38%
1033,Swace,SWACE,"$600,585",$0.002664,"225,417,005",0.08%
1034,Zero,ZER,"$598,835",$0.084242,"7,108,544",0.11%
1035,Blockparty (B...,BOXX,"$598,153",$0.018431,"32,453,993",1.87%
1036,OVCODE,OVC,"$593,320",$0.013531,"43,848,912",-0.18%
1037,KARMA,KARMA,"$592,227",$0.000109,"5,411,517,851",0.79%
1038,Golos,GOLOS,"$591,353",$0.003318,"178,218,910",-0.78%
1039,Vipstar Coin,VIPS,"$591,737",$0.000016,"37,095,616,811",-0.10%
1040,Maverick Chain,MVC,"$588,619",$0.005504,"106,936,231",2.46%
1041,PUBLISH,NEWS,"$586,720",$0.002621,"223,891,559",0.45%
1042,Vodi X,VDX,"$582,777",$0.001550,"376,035,000",-0.82%
1043,Acute Angle C...,AAC,"$578,064",$0.002312,"250,000,000",0.59%
1044,DomRaider,DRT,"$573,498",$0.000970,"591,500,000",0.01%
1045,Faceter,FACE,"$572,285",$0.001216,"470,623,560",0.02%
1046,WinStars.live,WNL,"$570,142",$0.035319,"16,142,673",0.31%
1047,Pirl,PIRL,"$568,253",$0.010240,"55,494,710",1.53%
1048,Bitcoin Plus,XBC,"$589,202",$4.53,"129,967",2.64%
1049,Internxt,INXT,"$561,199",$0.891345,"629,610",2.54%
1050,savedroid,SVD,"$560,766",$0.000209,"2,688,339,238",-0.02%
1051,QuadrantProtocol,EQUAD,"$557,610",$0.001669,"334,019,710",-3.12%
1052,NuBits,USNBT,"$555,817",$0.050613,"10,981,667",-16.24%
1053,WebDollar,WEBD,"$553,745",$0.000084,"6,606,712,871",0.05%
1054,FairCoin,FAIR,"$553,125",$0.010398,"53,193,831",0.00%
1055,Alphacat,ACAT,"$545,360",$0.000195,"2,790,428,084",0.58%
1056,FarmaTrust,FTT,"$543,822",$0.000906,"600,000,000",-18.97%
1057,StarCoin,KST,"$540,093",$0.000357,"1,511,631,077",0.00%
1058,Karma,KRM,"$537,641",$0.000302,"1,782,809,241",0.00%
1059,Terracoin,TRC,"$536,602",$0.023396,"22,935,396",0.15%
1060,Paytomat,PTI,"$533,261",$0.002681,"198,926,995",0.86%
1061,TRAXIA,TM2,"$532,673",$0.001754,"303,693,140",0.95%
1062,Kolion,KLN,"$532,192",$0.532192,"999,999",0.43%
1063,Essentia,ESS,"$530,711",$0.000629,"843,418,920",-0.53%
1064,Leverj,LEV,"$523,624",$0.004434,"118,090,511",0.00%
1065,FLIP,FLP,"$522,911",$0.009345,"55,955,000",-0.11%
1066,DOS Network,DOS,"$519,793",$0.003939,"131,950,000",7.21%
1067,Ethereum Gold...,ETGP,"$519,113",$0.000100,"5,174,571,479",190.38%
1068,GoldMint,MNTP,"$516,811",$0.269876,"1,914,997",0.66%
1069,TraDove B2BCoin,BBC,"$515,114",$0.001030,"500,000,000",0.17%
1070,Nestree,EGG,"$514,790",$0.001667,"308,831,188",-0.13%
